TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
geylang,24,balam road,370024,1.330189,103.887509,10,macpherson,geylang,central region
pasir ris,551,pasir ris street 51,510551,1.36737,103.953118,13,pasir ris central,pasir ris,east region
ang mo kio,232,ang mo kio avenue 3,560232,1.368346,103.837196,12,shangri-la,ang mo kio,north-east region
bedok,110,bedok north road,460110,1.332472,103.93486,12,bedok north,bedok,east region
jurong west,678A,jurong west street 64,641678,1.34508,103.704401,16,jurong west central,jurong west,west region
punggol,102C,punggol field,823102,1.398761,103.904939,17,punggol field,punggol,north-east region
hougang,413,hougang avenue 10,530413,1.374502,103.89571,13,hougang east,hougang,north-east region
bedok,10E,bedok south avenue 2,464010,1.32162,103.937041,21,bedok south,bedok,east region
tampines,343,tampines street 33,520343,1.351918,103.961276,10,tampines east,tampines,east region
woodlands,185B,woodlands street 13,732185,1.435857,103.776294,29,woodlands west,woodlands,north region
jurong west,722,jurong west avenue 5,640722,1.343645,103.698273,12,yunnan,jurong west,west region
queenstown,165,stirling road,140165,1.290764,103.801916,12,mei chin,queenstown,central region
bedok,10D,bedok south avenue 2,463010,1.321771,103.936327,23,bedok south,bedok,east region
punggol,327B,sumang walk,822327,1.412256,103.899576,20,punggol town centre,punggol,north-east region
hougang,137,lorong ah soo,530137,1.349053,103.88664,11,tai seng,hougang,north-east region
serangoon,115,serangoon north avenue 1,550115,1.368131,103.870577,4,serangoon garden,serangoon,north-east region
yishun,355,yishun ring road,760355,1.425404,103.844843,11,yishun east,yishun,north region
sengkang,180D,rivervale crescent,544180,1.389358,103.910398,18,rivervale,sengkang,north-east region
tampines,141,tampines street 12,521141,1.348249,103.944921,11,tampines east,tampines,east region
toa payoh,86,lorong 2 toa payoh,310086,1.335762,103.847631,10,toa payoh central,toa payoh,central region
hougang,130,lorong ah soo,530130,1.35128,103.88649,14,tai seng,hougang,north-east region
bukit panjang,613,bukit panjang ring road,670613,1.384367,103.762046,21,senja,bukit panjang,west region
jurong west,657B,jurong west street 65,642657,1.335961,103.70084,16,jurong west central,jurong west,west region
woodlands,644,woodlands ring road,730644,1.436909,103.801599,12,woodlands east,woodlands,north region
pasir ris,230,pasir ris street 21,510230,1.372562,103.960999,13,pasir ris drive,pasir ris,east region
hougang,252,hougang avenue 3,530252,1.360165,103.892712,12,lorong ah soo,hougang,north-east region
woodlands,348,woodlands avenue 3,730348,1.432939,103.781881,13,woodgrove,woodlands,north region
sengkang,441D,fernvale road,794441,1.392092,103.875248,23,fernvale,sengkang,north-east region
tampines,101,simei street 1,520101,1.34085,103.951434,11,simei,tampines,east region
sembawang,130A,canberra crescent,751130,1.444764,103.831866,13,sembawang east,sembawang,north region
jurong west,974,jurong west street 93,640974,1.339647,103.693272,4,yunnan,jurong west,west region
sengkang,246,compassvale road,540246,1.392544,103.899042,15,sengkang town centre,sengkang,north-east region
jurong west,197D,boon lay drive,644197,1.343608,103.713869,17,boon lay place,jurong west,west region
toa payoh,84,lorong 2 toa payoh,310084,1.335221,103.847654,13,toa payoh central,toa payoh,central region
bishan,501,bishan street 11,570501,1.348417,103.849077,9,bishan east,bishan,central region
toa payoh,113,lorong 1 toa payoh,310113,1.341283,103.844605,10,toa payoh west,toa payoh,central region
serangoon,245,serangoon avenue 2,550245,1.352441,103.869177,13,serangoon central,serangoon,north-east region
toa payoh,47,lorong 6 toa payoh,310047,1.33691,103.85403,10,boon teck,toa payoh,central region
serangoon,262,serangoon central drive,550262,1.353231,103.872044,4,serangoon central,serangoon,north-east region
bukit timah,19,toh yi drive,590019,1.339963,103.773898,4,anak bukit,bukit timah,central region
sembawang,315,sembawang vista,750315,1.446866,103.820609,16,sembawang central,sembawang,north region
toa payoh,125,lorong 1 toa payoh,310125,1.338331,103.845737,16,toa payoh west,toa payoh,central region
hougang,669,hougang avenue 8,530669,1.37337,103.884099,12,hougang west,hougang,north-east region
yishun,278,yishun street 22,760278,1.438314,103.838227,12,northland,yishun,north region
choa chu kang,472,choa chu kang avenue 3,680472,1.379085,103.737542,15,peng siang,choa chu kang,west region
pasir ris,107,pasir ris street 12,510107,1.36751,103.957519,13,pasir ris drive,pasir ris,east region
tampines,718,tampines street 72,520718,1.359087,103.935544,15,tampines west,tampines,east region
hougang,129,lorong ah soo,530129,1.351518,103.887578,16,tai seng,hougang,north-east region
jurong west,727,jurong west avenue 5,640727,1.345781,103.697659,12,yunnan,jurong west,west region
hougang,521,hougang avenue 6,530521,1.3734,103.890974,12,hougang west,hougang,north-east region
jurong west,917,jurong west street 91,640917,1.340344,103.687842,12,yunnan,jurong west,west region
yishun,316C,yishun avenue 9,763316,1.432923,103.843473,15,yishun east,yishun,north region
punggol,224B,sumang lane,822224,1.401828,103.893372,17,matilda,punggol,north-east region
sembawang,352A,canberra road,751352,1.450655,103.819651,14,sembawang central,sembawang,north region
serangoon,101,serangoon north avenue 1,550101,1.371036,103.870361,13,serangoon garden,serangoon,north-east region
woodlands,707,woodlands drive 40,730707,1.440617,103.796647,12,woodlands east,woodlands,north region
woodlands,891B,woodlands drive 50,731891,1.437912,103.79054,11,midview,woodlands,north region
pasir ris,241,pasir ris street 21,510241,1.373016,103.962368,13,pasir ris drive,pasir ris,east region
tampines,723,tampines street 72,520723,1.359921,103.935128,15,tampines west,tampines,east region
hougang,304,hougang avenue 5,530304,1.367787,103.89553,13,kangkar,hougang,north-east region
pasir ris,216,pasir ris street 21,510216,1.369023,103.960913,12,pasir ris drive,pasir ris,east region
toa payoh,45,lorong 5 toa payoh,310045,1.335865,103.853751,20,boon teck,toa payoh,central region
bedok,182,bedok north road,460182,1.32687,103.941833,20,bedok north,bedok,east region
jurong west,747,jurong west street 73,640747,1.347616,103.697321,11,yunnan,jurong west,west region
woodlands,1,marsiling drive,730001,1.440671,103.77574,11,woodlands west,woodlands,north region
yishun,651,yishun avenue 4,760651,1.423365,103.839104,9,yishun south,yishun,north region
bedok,808A,chai chee road,461808,1.32687,103.923848,15,kembangan,bedok,east region
yishun,504B,yishun street 51,762504,1.417733,103.843824,13,lower seletar,yishun,north region
yishun,328,yishun ring road,760328,1.42978,103.843057,11,yishun east,yishun,north region
woodlands,890A,woodlands drive 50,731890,1.438282,103.793216,16,midview,woodlands,north region
bukit batok,450A,bukit batok west avenue 6,651450,1.352791,103.744536,22,brickworks,bukit batok,west region
tampines,713,tampines street 71,520713,1.359241,103.937647,14,tampines west,tampines,east region
sengkang,244,compassvale road,540244,1.393379,103.898887,15,sengkang town centre,sengkang,north-east region
tampines,373,tampines street 34,520373,1.356022,103.958781,10,tampines east,tampines,east region
punggol,635C,punggol drive,823635,1.400654,103.914187,14,waterway east,punggol,north-east region
tampines,819,tampines street 81,520819,1.348396,103.936809,9,tampines west,tampines,east region
tampines,110,tampines street 11,521110,1.346947,103.949307,11,tampines east,tampines,east region
bukit batok,212,bukit batok street 21,650212,1.347193,103.752217,10,bukit batok central,bukit batok,west region
hougang,620,hougang avenue 8,530620,1.370144,103.883968,12,hougang west,hougang,north-east region
woodlands,321,woodlands street 32,730321,1.431886,103.779323,11,woodgrove,woodlands,north region
geylang,63,sims place,380063,1.316595,103.879546,19,aljunied,geylang,central region
tampines,734,tampines street 71,520734,1.358204,103.934339,14,tampines west,tampines,east region
sengkang,307B,anchorvale road,542307,1.389545,103.887444,16,anchorvale,sengkang,north-east region
yishun,348B,yishun avenue 11,762348,1.427278,103.84198,16,yishun east,yishun,north region
sembawang,466D,sembawang drive,754466,1.455953,103.813547,21,sembawang north,sembawang,north region
sengkang,187B,rivervale drive,542187,1.394298,103.905848,17,rivervale,sengkang,north-east region
woodlands,683C,woodlands drive 62,733683,1.441115,103.803348,10,woodlands east,woodlands,north region
tampines,252,tampines street 21,520252,1.352547,103.949064,3,tampines east,tampines,east region
sembawang,408,sembawang drive,750408,1.453459,103.817721,14,sembawang north,sembawang,north region
yishun,412,yishun ring road,760412,1.425531,103.846962,9,yishun east,yishun,north region
ang mo kio,590A,ang mo kio street 51,561590,1.371222,103.853853,31,cheng san,ang mo kio,north-east region
bukit panjang,526,jelapang road,670526,1.385459,103.765219,9,saujana,bukit panjang,west region
yishun,633,yishun street 61,760633,1.418658,103.839842,12,yishun south,yishun,north region
bedok,59,new upper changi road,461059,1.324059,103.940696,2,bedok south,bedok,east region
bedok,72,bedok south avenue 3,460072,1.320367,103.943668,22,bedok south,bedok,east region
hougang,564,hougang street 51,530564,1.380223,103.888553,15,hougang west,hougang,north-east region
bishan,311,shunfu road,570311,1.350882,103.83934,4,upper thomson,bishan,central region
bukit panjang,255,bangkit road,670255,1.379587,103.773053,13,bangkit,bukit panjang,west region
pasir ris,222,pasir ris street 21,510222,1.370695,103.961797,12,pasir ris drive,pasir ris,east region
punggol,658A,punggol east,821658,1.400174,103.91972,19,waterway east,punggol,north-east region
jurong west,402,jurong west street 42,640402,1.353394,103.722446,12,hong kah,jurong west,west region
yishun,336C,yishun street 31,763336,1.431841,103.844133,15,yishun east,yishun,north region
choa chu kang,678,choa chu kang crescent,680678,1.401711,103.744093,11,yew tee,choa chu kang,west region
bedok,136,bedok reservoir road,470136,1.333538,103.913537,10,kaki bukit,bedok,east region
yishun,253,yishun ring road,760253,1.435075,103.840795,12,northland,yishun,north region
yishun,450,yishun ring road,760450,1.422045,103.844021,13,yishun east,yishun,north region
bedok,27,new upper changi road,462027,1.324124,103.934921,14,bedok south,bedok,east region
pasir ris,517,pasir ris street 52,510517,1.374681,103.94385,18,pasir ris central,pasir ris,east region
jurong west,746,jurong west street 73,640746,1.347438,103.697936,12,yunnan,jurong west,west region
bukit panjang,154,gangsa road,670154,1.374817,103.765109,25,jelebu,bukit panjang,west region
bukit panjang,442C,fajar road,673442,1.381488,103.770942,17,fajar,bukit panjang,west region
hougang,972,hougang street 91,530972,1.37822,103.87942,15,trafalgar,hougang,north-east region
bedok,106,bedok north avenue 4,460106,1.334459,103.937087,13,bedok north,bedok,east region
bukit merah,26,tiong bahru road,164026,1.285671,103.830832,4,tiong bahru,bukit merah,central region
bukit merah,39,telok blangah rise,090039,1.271747,103.822508,25,telok blangah rise,bukit merah,central region
bedok,108,lengkong tiga,410108,1.324564,103.910131,9,kembangan,bedok,east region
bukit batok,436A,bukit batok west avenue 5,651436,1.359129,103.739978,14,brickworks,bukit batok,west region
ang mo kio,406,ang mo kio avenue 10,560406,1.362005,103.85388,12,chong boon,ang mo kio,north-east region
jurong east,341,jurong east avenue 1,600341,1.349208,103.731256,13,yuhua west,jurong east,west region
jurong west,978,jurong west street 93,640978,1.340536,103.694077,8,yunnan,jurong west,west region
serangoon,520,serangoon north avenue 4,550520,1.372035,103.873724,9,serangoon north,serangoon,north-east region
bukit batok,286,bukit batok east avenue 3,650286,1.346747,103.758439,15,bukit batok east,bukit batok,west region
bukit panjang,509,jelapang road,670509,1.386627,103.769022,16,saujana,bukit panjang,west region
hougang,699B,hougang street 52,532699,1.376703,103.888277,16,hougang west,hougang,north-east region
bukit panjang,653,senja link,670653,1.386926,103.763946,20,saujana,bukit panjang,west region
hougang,610,hougang avenue 8,530610,1.370313,103.885126,19,hougang west,hougang,north-east region
hougang,449,hougang avenue 10,530449,1.378781,103.895154,13,hougang east,hougang,north-east region
ang mo kio,556,ang mo kio avenue 10,560556,1.372032,103.857625,13,cheng san,ang mo kio,north-east region
punggol,101B,punggol field,822101,1.397847,103.906436,17,punggol field,punggol,north-east region
woodlands,8,marsiling drive,730008,1.441345,103.777183,13,woodlands west,woodlands,north region
tampines,522C,tampines central 7,523522,1.358005,103.939416,17,tampines east,tampines,east region
bukit batok,261,bukit batok east avenue 4,650261,1.350529,103.758806,4,bukit batok east,bukit batok,west region
bukit timah,4,toh yi drive,590004,1.338512,103.77457,13,anak bukit,bukit timah,central region
ang mo kio,211,ang mo kio avenue 3,560211,1.369197,103.841667,10,shangri-la,ang mo kio,north-east region
hougang,476C,upper serangoon view,533476,1.37795,103.904346,19,kangkar,hougang,north-east region
central area,264,waterloo street,180264,1.299009,103.852285,18,victoria,rochor,central region
choa chu kang,691B,choa chu kang crescent,682691,1.401627,103.751578,24,yew tee,choa chu kang,west region
hougang,109,hougang avenue 1,530109,1.355329,103.889376,13,lorong ah soo,hougang,north-east region
pasir ris,752,pasir ris street 71,510752,1.377835,103.934583,16,pasir ris west,pasir ris,east region
woodlands,115,marsiling rise,730115,1.438281,103.780967,13,woodlands west,woodlands,north region
choa chu kang,607,choa chu kang street 62,680607,1.399017,103.744182,12,yew tee,choa chu kang,west region
yishun,726,yishun street 71,760726,1.426536,103.830669,12,yishun west,yishun,north region
bishan,204,bishan street 23,570204,1.354877,103.847594,16,marymount,bishan,central region
toa payoh,157,lorong 1 toa payoh,310157,1.332206,103.845453,11,toa payoh central,toa payoh,central region
